time_sk,full_time,hour_number,minute_number,time_period,is_peak_hour
526,05:26:00,5,26,Pagi,False
527,05:27:00,5,27,Pagi,False
528,05:28:00,5,28,Pagi,False
529,05:29:00,5,29,Pagi,False
530,05:30:00,5,30,Pagi,False
531,05:31:00,5,31,Pagi,False
532,05:32:00,5,32,Pagi,False
533,05:33:00,5,33,Pagi,False
534,05:34:00,5,34,Pagi,False
535,05:35:00,5,35,Pagi,False
536,05:36:00,5,36,Pagi,False
537,05:37:00,5,37,Pagi,False
538,05:38:00,5,38,Pagi,False
539,05:39:00,5,39,Pagi,False
540,05:40:00,5,40,Pagi,False
541,05:41:00,5,41,Pagi,False
542,05:42:00,5,42,Pagi,False
543,05:43:00,5,43,Pagi,False
544,05:44:00,5,44,Pagi,False
545,05:45:00,5,45,Pagi,False
546,05:46:00,5,46,Pagi,False
547,05:47:00,5,47,Pagi,False
548,05:48:00,5,48,Pagi,False
549,05:49:00,5,49,Pagi,False
550,05:50:00,5,50,Pagi,False
551,05:51:00,5,51,Pagi,False
552,05:52:00,5,52,Pagi,False
553,05:53:00,5,53,Pagi,False
554,05:54:00,5,54,Pagi,False
555,05:55:00,5,55,Pagi,False
556,05:56:00,5,56,Pagi,False
557,05:57:00,5,57,Pagi,False
558,05:58:00,5,58,Pagi,False
559,05:59:00,5,59,Pagi,False
600,06:00:00,6,0,Pagi,True
601,06:01:00,6,1,Pagi,True
602,06:02:00,6,2,Pagi,True
603,06:03:00,6,3,Pagi,True
604,06:04:00,6,4,Pagi,True
605,06:05:00,6,5,Pagi,True
606,06:06:00,6,6,Pagi,True
607,06:07:00,6,7,Pagi,True
608,06:08:00,6,8,Pagi,True
609,06:09:00,6,9,Pagi,True
610,06:10:00,6,10,Pagi,True
611,06:11:00,6,11,Pagi,True
612,06:12:00,6,12,Pagi,True
613,06:13:00,6,13,Pagi,True
614,06:14:00,6,14,Pagi,True
615,06:15:00,6,15,Pagi,True
616,06:16:00,6,16,Pagi,True
617,06:17:00,6,17,Pagi,True
618,06:18:00,6,18,Pagi,True
619,06:19:00,6,19,Pagi,True
620,06:20:00,6,20,Pagi,True
621,06:21:00,6,21,Pagi,True
622,06:22:00,6,22,Pagi,True
623,06:23:00,6,23,Pagi,True
624,06:24:00,6,24,Pagi,True
625,06:25:00,6,25,Pagi,True
626,06:26:00,6,26,Pagi,True
627,06:27:00,6,27,Pagi,True
628,06:28:00,6,28,Pagi,True
629,06:29:00,6,29,Pagi,True
630,06:30:00,6,30,Pagi,True
631,06:31:00,6,31,Pagi,True
632,06:32:00,6,32,Pagi,True
633,06:33:00,6,33,Pagi,True
634,06:34:00,6,34,Pagi,True
635,06:35:00,6,35,Pagi,True
636,06:36:00,6,36,Pagi,True
637,06:37:00,6,37,Pagi,True
638,06:38:00,6,38,Pagi,True
639,06:39:00,6,39,Pagi,True
640,06:40:00,6,40,Pagi,True
641,06:41:00,6,41,Pagi,True
642,06:42:00,6,42,Pagi,True
643,06:43:00,6,43,Pagi,True
644,06:44:00,6,44,Pagi,True
645,06:45:00,6,45,Pagi,True
646,06:46:00,6,46,Pagi,True
647,06:47:00,6,47,Pagi,True
648,06:48:00,6,48,Pagi,True
649,06:49:00,6,49,Pagi,True
650,06:50:00,6,50,Pagi,True
651,06:51:00,6,51,Pagi,True
652,06:52:00,6,52,Pagi,True
653,06:53:00,6,53,Pagi,True
654,06:54:00,6,54,Pagi,True
655,06:55:00,6,55,Pagi,True
656,06:56:00,6,56,Pagi,True
657,06:57:00,6,57,Pagi,True
658,06:58:00,6,58,Pagi,True
659,06:59:00,6,59,Pagi,True
700,07:00:00,7,0,Pagi,True
701,07:01:00,7,1,Pagi,True
702,07:02:00,7,2,Pagi,True
703,07:03:00,7,3,Pagi,True
704,07:04:00,7,4,Pagi,True
705,07:05:00,7,5,Pagi,True
706,07:06:00,7,6,Pagi,True
707,07:07:00,7,7,Pagi,True
708,07:08:00,7,8,Pagi,True
709,07:09:00,7,9,Pagi,True
710,07:10:00,7,10,Pagi,True
711,07:11:00,7,11,Pagi,True
712,07:12:00,7,12,Pagi,True
713,07:13:00,7,13,Pagi,True
714,07:14:00,7,14,Pagi,True
715,07:15:00,7,15,Pagi,True
716,07:16:00,7,16,Pagi,True
717,07:17:00,7,17,Pagi,True
718,07:18:00,7,18,Pagi,True
719,07:19:00,7,19,Pagi,True
720,07:20:00,7,20,Pagi,True
721,07:21:00,7,21,Pagi,True
722,07:22:00,7,22,Pagi,True
723,07:23:00,7,23,Pagi,True
724,07:24:00,7,24,Pagi,True
725,07:25:00,7,25,Pagi,True
726,07:26:00,7,26,Pagi,True
727,07:27:00,7,27,Pagi,True
728,07:28:00,7,28,Pagi,True
729,07:29:00,7,29,Pagi,True
730,07:30:00,7,30,Pagi,True
731,07:31:00,7,31,Pagi,True
732,07:32:00,7,32,Pagi,True
733,07:33:00,7,33,Pagi,True
734,07:34:00,7,34,Pagi,True
735,07:35:00,7,35,Pagi,True
736,07:36:00,7,36,Pagi,True
737,07:37:00,7,37,Pagi,True
738,07:38:00,7,38,Pagi,True
739,07:39:00,7,39,Pagi,True
740,07:40:00,7,40,Pagi,True
741,07:41:00,7,41,Pagi,True
742,07:42:00,7,42,Pagi,True
743,07:43:00,7,43,Pagi,True
744,07:44:00,7,44,Pagi,True
745,07:45:00,7,45,Pagi,True
746,07:46:00,7,46,Pagi,True
747,07:47:00,7,47,Pagi,True
748,07:48:00,7,48,Pagi,True
749,07:49:00,7,49,Pagi,True
750,07:50:00,7,50,Pagi,True
751,07:51:00,7,51,Pagi,True
752,07:52:00,7,52,Pagi,True
753,07:53:00,7,53,Pagi,True
754,07:54:00,7,54,Pagi,True
755,07:55:00,7,55,Pagi,True
756,07:56:00,7,56,Pagi,True
757,07:57:00,7,57,Pagi,True
758,07:58:00,7,58,Pagi,True
759,07:59:00,7,59,Pagi,True
800,08:00:00,8,0,Pagi,True
801,08:01:00,8,1,Pagi,True
802,08:02:00,8,2,Pagi,True
803,08:03:00,8,3,Pagi,True
804,08:04:00,8,4,Pagi,True
805,08:05:00,8,5,Pagi,True
806,08:06:00,8,6,Pagi,True
807,08:07:00,8,7,Pagi,True
808,08:08:00,8,8,Pagi,True
809,08:09:00,8,9,Pagi,True
810,08:10:00,8,10,Pagi,True
811,08:11:00,8,11,Pagi,True
812,08:12:00,8,12,Pagi,True
813,08:13:00,8,13,Pagi,True
814,08:14:00,8,14,Pagi,True
815,08:15:00,8,15,Pagi,True
816,08:16:00,8,16,Pagi,True
817,08:17:00,8,17,Pagi,True
818,08:18:00,8,18,Pagi,True
819,08:19:00,8,19,Pagi,True
820,08:20:00,8,20,Pagi,True
821,08:21:00,8,21,Pagi,True
822,08:22:00,8,22,Pagi,True
823,08:23:00,8,23,Pagi,True
824,08:24:00,8,24,Pagi,True
825,08:25:00,8,25,Pagi,True
826,08:26:00,8,26,Pagi,True
827,08:27:00,8,27,Pagi,True
828,08:28:00,8,28,Pagi,True
829,08:29:00,8,29,Pagi,True
830,08:30:00,8,30,Pagi,True
831,08:31:00,8,31,Pagi,True
832,08:32:00,8,32,Pagi,True
833,08:33:00,8,33,Pagi,True
834,08:34:00,8,34,Pagi,True
835,08:35:00,8,35,Pagi,True
836,08:36:00,8,36,Pagi,True
837,08:37:00,8,37,Pagi,True
838,08:38:00,8,38,Pagi,True
839,08:39:00,8,39,Pagi,True
840,08:40:00,8,40,Pagi,True
841,08:41:00,8,41,Pagi,True
842,08:42:00,8,42,Pagi,True
843,08:43:00,8,43,Pagi,True
844,08:44:00,8,44,Pagi,True
845,08:45:00,8,45,Pagi,True
846,08:46:00,8,46,Pagi,True
847,08:47:00,8,47,Pagi,True
848,08:48:00,8,48,Pagi,True
849,08:49:00,8,49,Pagi,True
850,08:50:00,8,50,Pagi,True
851,08:51:00,8,51,Pagi,True
852,08:52:00,8,52,Pagi,True
853,08:53:00,8,53,Pagi,True
854,08:54:00,8,54,Pagi,True
855,08:55:00,8,55,Pagi,True
856,08:56:00,8,56,Pagi,True
857,08:57:00,8,57,Pagi,True
858,08:58:00,8,58,Pagi,True
859,08:59:00,8,59,Pagi,True
900,09:00:00,9,0,Pagi,False
901,09:01:00,9,1,Pagi,False
902,09:02:00,9,2,Pagi,False
903,09:03:00,9,3,Pagi,False
904,09:04:00,9,4,Pagi,False
905,09:05:00,9,5,Pagi,False
906,09:06:00,9,6,Pagi,False
907,09:07:00,9,7,Pagi,False
908,09:08:00,9,8,Pagi,False
909,09:09:00,9,9,Pagi,False
910,09:10:00,9,10,Pagi,False
911,09:11:00,9,11,Pagi,False
912,09:12:00,9,12,Pagi,False
913,09:13:00,9,13,Pagi,False
914,09:14:00,9,14,Pagi,False
915,09:15:00,9,15,Pagi,False
916,09:16:00,9,16,Pagi,False
917,09:17:00,9,17,Pagi,False
918,09:18:00,9,18,Pagi,False
919,09:19:00,9,19,Pagi,False
920,09:20:00,9,20,Pagi,False
921,09:21:00,9,21,Pagi,False
922,09:22:00,9,22,Pagi,False
923,09:23:00,9,23,Pagi,False
924,09:24:00,9,24,Pagi,False
925,09:25:00,9,25,Pagi,False
926,09:26:00,9,26,Pagi,False
927,09:27:00,9,27,Pagi,False
928,09:28:00,9,28,Pagi,False
929,09:29:00,9,29,Pagi,False
930,09:30:00,9,30,Pagi,False
931,09:31:00,9,31,Pagi,False
932,09:32:00,9,32,Pagi,False
933,09:33:00,9,33,Pagi,False
934,09:34:00,9,34,Pagi,False
935,09:35:00,9,35,Pagi,False
936,09:36:00,9,36,Pagi,False
937,09:37:00,9,37,Pagi,False
938,09:38:00,9,38,Pagi,False
939,09:39:00,9,39,Pagi,False
940,09:40:00,9,40,Pagi,False
941,09:41:00,9,41,Pagi,False
942,09:42:00,9,42,Pagi,False
943,09:43:00,9,43,Pagi,False
944,09:44:00,9,44,Pagi,False
945,09:45:00,9,45,Pagi,False
946,09:46:00,9,46,Pagi,False
947,09:47:00,9,47,Pagi,False
948,09:48:00,9,48,Pagi,False
949,09:49:00,9,49,Pagi,False
950,09:50:00,9,50,Pagi,False
951,09:51:00,9,51,Pagi,False
952,09:52:00,9,52,Pagi,False
953,09:53:00,9,53,Pagi,False
954,09:54:00,9,54,Pagi,False
955,09:55:00,9,55,Pagi,False
956,09:56:00,9,56,Pagi,False
957,09:57:00,9,57,Pagi,False
958,09:58:00,9,58,Pagi,False
959,09:59:00,9,59,Pagi,False
1000,10:00:00,10,0,Pagi,False
1001,10:01:00,10,1,Pagi,False
1002,10:02:00,10,2,Pagi,False
1003,10:03:00,10,3,Pagi,False
1004,10:04:00,10,4,Pagi,False
1005,10:05:00,10,5,Pagi,False
1006,10:06:00,10,6,Pagi,False
1007,10:07:00,10,7,Pagi,False
1008,10:08:00,10,8,Pagi,False
1009,10:09:00,10,9,Pagi,False
1010,10:10:00,10,10,Pagi,False
1011,10:11:00,10,11,Pagi,False
1012,10:12:00,10,12,Pagi,False
1013,10:13:00,10,13,Pagi,False
1014,10:14:00,10,14,Pagi,False
1015,10:15:00,10,15,Pagi,False
1016,10:16:00,10,16,Pagi,False
1017,10:17:00,10,17,Pagi,False
1018,10:18:00,10,18,Pagi,False
1019,10:19:00,10,19,Pagi,False
1020,10:20:00,10,20,Pagi,False
1021,10:21:00,10,21,Pagi,False
1022,10:22:00,10,22,Pagi,False
1023,10:23:00,10,23,Pagi,False
1024,10:24:00,10,24,Pagi,False
1025,10:25:00,10,25,Pagi,False
1026,10:26:00,10,26,Pagi,False
1027,10:27:00,10,27,Pagi,False
1028,10:28:00,10,28,Pagi,False
1029,10:29:00,10,29,Pagi,False
1030,10:30:00,10,30,Pagi,False
1031,10:31:00,10,31,Pagi,False
1032,10:32:00,10,32,Pagi,False
1033,10:33:00,10,33,Pagi,False
1034,10:34:00,10,34,Pagi,False
1035,10:35:00,10,35,Pagi,False
1036,10:36:00,10,36,Pagi,False
1037,10:37:00,10,37,Pagi,False
1038,10:38:00,10,38,Pagi,False
1039,10:39:00,10,39,Pagi,False
1040,10:40:00,10,40,Pagi,False
1041,10:41:00,10,41,Pagi,False
1042,10:42:00,10,42,Pagi,False
1043,10:43:00,10,43,Pagi,False
1044,10:44:00,10,44,Pagi,False
1045,10:45:00,10,45,Pagi,False
1046,10:46:00,10,46,Pagi,False
1047,10:47:00,10,47,Pagi,False
1048,10:48:00,10,48,Pagi,False
1049,10:49:00,10,49,Pagi,False
1050,10:50:00,10,50,Pagi,False
1051,10:51:00,10,51,Pagi,False
1052,10:52:00,10,52,Pagi,False
1053,10:53:00,10,53,Pagi,False
1054,10:54:00,10,54,Pagi,False
1055,10:55:00,10,55,Pagi,False
1056,10:56:00,10,56,Pagi,False
1057,10:57:00,10,57,Pagi,False
1058,10:58:00,10,58,Pagi,False
1059,10:59:00,10,59,Pagi,False
1100,11:00:00,11,0,Siang,False
1101,11:01:00,11,1,Siang,False
1102,11:02:00,11,2,Siang,False
1103,11:03:00,11,3,Siang,False
1104,11:04:00,11,4,Siang,False
1105,11:05:00,11,5,Siang,False
1106,11:06:00,11,6,Siang,False
1107,11:07:00,11,7,Siang,False
1108,11:08:00,11,8,Siang,False
1109,11:09:00,11,9,Siang,False
1110,11:10:00,11,10,Siang,False
1111,11:11:00,11,11,Siang,False
1112,11:12:00,11,12,Siang,False
1113,11:13:00,11,13,Siang,False
1114,11:14:00,11,14,Siang,False
1115,11:15:00,11,15,Siang,False
1116,11:16:00,11,16,Siang,False
1117,11:17:00,11,17,Siang,False
1118,11:18:00,11,18,Siang,False
1119,11:19:00,11,19,Siang,False
1120,11:20:00,11,20,Siang,False
1121,11:21:00,11,21,Siang,False
1122,11:22:00,11,22,Siang,False
1123,11:23:00,11,23,Siang,False
1124,11:24:00,11,24,Siang,False
1125,11:25:00,11,25,Siang,False
1126,11:26:00,11,26,Siang,False
1127,11:27:00,11,27,Siang,False
1128,11:28:00,11,28,Siang,False
1129,11:29:00,11,29,Siang,False
1130,11:30:00,11,30,Siang,False
1131,11:31:00,11,31,Siang,False
1132,11:32:00,11,32,Siang,False
1133,11:33:00,11,33,Siang,False
1134,11:34:00,11,34,Siang,False
1135,11:35:00,11,35,Siang,False
1136,11:36:00,11,36,Siang,False
1137,11:37:00,11,37,Siang,False
1138,11:38:00,11,38,Siang,False
1139,11:39:00,11,39,Siang,False
1140,11:40:00,11,40,Siang,False
1141,11:41:00,11,41,Siang,False
1142,11:42:00,11,42,Siang,False
1143,11:43:00,11,43,Siang,False
1144,11:44:00,11,44,Siang,False
1145,11:45:00,11,45,Siang,False
1146,11:46:00,11,46,Siang,False
1147,11:47:00,11,47,Siang,False
1148,11:48:00,11,48,Siang,False
1149,11:49:00,11,49,Siang,False
1150,11:50:00,11,50,Siang,False
1151,11:51:00,11,51,Siang,False
1152,11:52:00,11,52,Siang,False
1153,11:53:00,11,53,Siang,False
1154,11:54:00,11,54,Siang,False
1155,11:55:00,11,55,Siang,False
1156,11:56:00,11,56,Siang,False
1157,11:57:00,11,57,Siang,False
1158,11:58:00,11,58,Siang,False
1159,11:59:00,11,59,Siang,False
1200,12:00:00,12,0,Siang,False
1201,12:01:00,12,1,Siang,False
1202,12:02:00,12,2,Siang,False
1203,12:03:00,12,3,Siang,False
1204,12:04:00,12,4,Siang,False
1205,12:05:00,12,5,Siang,False
1206,12:06:00,12,6,Siang,False
1207,12:07:00,12,7,Siang,False
1208,12:08:00,12,8,Siang,False
1209,12:09:00,12,9,Siang,False
1210,12:10:00,12,10,Siang,False
1211,12:11:00,12,11,Siang,False
1212,12:12:00,12,12,Siang,False
1213,12:13:00,12,13,Siang,False
1214,12:14:00,12,14,Siang,False
1215,12:15:00,12,15,Siang,False
1216,12:16:00,12,16,Siang,False
1217,12:17:00,12,17,Siang,False
1218,12:18:00,12,18,Siang,False
1219,12:19:00,12,19,Siang,False
1220,12:20:00,12,20,Siang,False
1221,12:21:00,12,21,Siang,False
1222,12:22:00,12,22,Siang,False
1223,12:23:00,12,23,Siang,False
1224,12:24:00,12,24,Siang,False
1225,12:25:00,12,25,Siang,False
